OTD_ID,Title,Library_Name,Legacy_ID,ATTACK_Technique_IDs,Threat_Actors,Sectors,Purdue_Level,Protocol,Nozomi_Type_ID,Severity,LS_IDs,Onboarding_Tiers,Playbook_IDs,Query_Origin,Sentinel_KQL,Splunk_SPL,Sigma_Artifact
OTD-0191,Tag out of operating envelope,OT Historian Detection,HIST-A01,T0836;T0831,,,L3,,,medium,LS-10,Tier 2,PLAYBOOK-OT-03,authored,02-detection/historian/A-statistical-envelope/A01-tag-out-of-envelope/sentinel.kql,02-detection/historian/A-statistical-envelope/A01-tag-out-of-envelope/splunk.spl,02-detection/historian/A-statistical-envelope/A01-tag-out-of-envelope
OTD-0192,Setpoint outside approved range,OT Historian Detection,HIST-B01,T0836,,,L3,,,high,LS-10,Tier 2,PLAYBOOK-OT-02,authored,02-detection/historian/B-setpoint-control/B01-setpoint-outside-range/sentinel.kql,02-detection/historian/B-setpoint-control/B01-setpoint-outside-range/splunk.spl,02-detection/historian/B-setpoint-control/B01-setpoint-outside-range
OTD-0193,Frozen value / replay,OT Historian Detection,HIST-C01,T0856;T0815,,,L3,,,medium,LS-10,Tier 2,PLAYBOOK-OT-09,authored,02-detection/historian/C-replay-stale/C01-frozen-value-replay/sentinel.kql,02-detection/historian/C-replay-stale/C01-frozen-value-replay/splunk.spl,02-detection/historian/C-replay-stale/C01-frozen-value-replay
OTD-0194,Impossible state combination,OT Historian Detection,HIST-D02,T0835;T0831,,,L3,,,high,LS-10,Tier 2,PLAYBOOK-OT-09,authored,02-detection/historian/D-physical-plausibility/D02-impossible-state-combination/sentinel.kql,02-detection/historian/D-physical-plausibility/D02-impossible-state-combination/splunk.spl,02-detection/historian/D-physical-plausibility/D02-impossible-state-combination
OTD-0195,Historian vs live PLC value divergence,OT Historian Detection,HIST-E01,T0832;T0856,,,L3,,,high,LS-10,Tier 2,PLAYBOOK-OT-09,authored,02-detection/historian/E-data-integrity/E01-historian-plc-divergence/sentinel.kql,02-detection/historian/E-data-integrity/E01-historian-plc-divergence/splunk.spl,02-detection/historian/E-data-integrity/E01-historian-plc-divergence
OTD-0196,SIF trip-point approach,OT Historian Detection,HIST-G01,T0880;T0837,,,L3,,,high,LS-07;LS-10,Tier 2,PLAYBOOK-OT-05,authored,02-detection/historian/G-safety-alarm/G01-sif-trip-point-approach/sentinel.kql,02-detection/historian/G-safety-alarm/G01-sif-trip-point-approach/splunk.spl,02-detection/historian/G-safety-alarm/G01-sif-trip-point-approach
OTD-0197,Encoded/suspicious PowerShell,Perimeter-to-Endpoint,EDR-01,T1059.001,,,L3.5/IT,,,high,LS-02;LS-08;LS-17,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0197__encoded-suspicious-powershell.kql,02-detection/queries/splunk/OTD-0197__encoded-suspicious-powershell.spl,
OTD-0198,LOLBin abuse,Perimeter-to-Endpoint,EDR-02,T1218,,,L3.5/IT,,,high,LS-02;LS-08,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0198__lolbin-abuse.kql,02-detection/queries/splunk/OTD-0198__lolbin-abuse.spl,
OTD-0199,Credential access LSASS,Perimeter-to-Endpoint,EDR-03,T1003.001,,,L3.5/IT,,,critical,LS-02;LS-08,Tier 1,PLAYBOOK-OT-01,scaffold,02-detection/queries/sentinel/OTD-0199__credential-access-lsass.kql,02-detection/queries/splunk/OTD-0199__credential-access-lsass.spl,
OTD-0200,Persistence run key/startup,Perimeter-to-Endpoint,EDR-04,T1547.001,,,L3.5/IT,,,high,LS-02;LS-08,Tier 1,PLAYBOOK-OT-05,scaffold,02-detection/queries/sentinel/OTD-0200__persistence-run-key-startup.kql,02-detection/queries/splunk/OTD-0200__persistence-run-key-startup.spl,
OTD-0201,Persistence service install,Perimeter-to-Endpoint,EDR-05,T1543.003,,,L3.5/IT,,,high,LS-02;LS-08,Tier 1,PLAYBOOK-OT-05,scaffold,02-detection/queries/sentinel/OTD-0201__persistence-service-install.kql,02-detection/queries/splunk/OTD-0201__persistence-service-install.spl,
OTD-0202,Persistence scheduled task,Perimeter-to-Endpoint,EDR-06,T1053.005,,,L3.5/IT,,,medium,LS-02;LS-08,Tier 1,PLAYBOOK-OT-05,scaffold,02-detection/queries/sentinel/OTD-0202__persistence-scheduled-task.kql,02-detection/queries/splunk/OTD-0202__persistence-scheduled-task.spl,
OTD-0203,Defense evasion log clearing,Perimeter-to-Endpoint,EDR-07,T1070.001,,,L3.5/IT,,,high,LS-02;LS-08,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0203__defense-evasion-log-clearing.kql,02-detection/queries/splunk/OTD-0203__defense-evasion-log-clearing.spl,
OTD-0204,Defense evasion AV/EDR tamper,Perimeter-to-Endpoint,EDR-08,T1562.001,,,L3.5/IT,,,critical,LS-02;LS-08,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0204__defense-evasion-av-edr-tamper.kql,02-detection/queries/splunk/OTD-0204__defense-evasion-av-edr-tamper.spl,
OTD-0205,Suspicious parent-child,Perimeter-to-Endpoint,EDR-09,T1059,,,L3.5/IT,,,high,LS-02;LS-08,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0205__suspicious-parent-child.kql,02-detection/queries/splunk/OTD-0205__suspicious-parent-child.spl,
OTD-0206,Masquerading binary,Perimeter-to-Endpoint,EDR-10,T1036.005,,,L3.5/IT,,,medium,LS-02;LS-08,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0206__masquerading-binary.kql,02-detection/queries/splunk/OTD-0206__masquerading-binary.spl,
OTD-0207,Internal host scanning,Perimeter-to-Endpoint,EW-01,T1046,,,L3.5/IT,,,high,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0207__internal-host-scanning.kql,02-detection/queries/splunk/OTD-0207__internal-host-scanning.spl,
OTD-0208,New east-west peer relationship,Perimeter-to-Endpoint,EW-02,T1021,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0208__new-east-west-peer-relationship.kql,02-detection/queries/splunk/OTD-0208__new-east-west-peer-relationship.spl,
OTD-0209,Lateral SMB admin shares,Perimeter-to-Endpoint,EW-03,T1021.002,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0209__lateral-smb-admin-shares.kql,02-detection/queries/splunk/OTD-0209__lateral-smb-admin-shares.spl,
OTD-0210,Lateral RDP internal spread,Perimeter-to-Endpoint,EW-04,T1021.001,,,L3.5/IT,,,high,LS-02,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0210__lateral-rdp-internal-spread.kql,02-detection/queries/splunk/OTD-0210__lateral-rdp-internal-spread.spl,
OTD-0211,Lateral WMI/WinRM exec,Perimeter-to-Endpoint,EW-05,T1021.006,,,L3.5/IT,,,high,LS-02;LS-08,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0211__lateral-wmi-winrm-exec.kql,02-detection/queries/splunk/OTD-0211__lateral-wmi-winrm-exec.spl,
OTD-0212,Remote service creation PsExec-like,Perimeter-to-Endpoint,EW-06,T1569,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0212__remote-service-creation-psexec-like.kql,02-detection/queries/splunk/OTD-0212__remote-service-creation-psexec-like.spl,
OTD-0213,Pass-the-hash/anomalous NTLM,Perimeter-to-Endpoint,EW-07,T1550.002,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0213__pass-the-hash-anomalous-ntlm.kql,02-detection/queries/splunk/OTD-0213__pass-the-hash-anomalous-ntlm.spl,
OTD-0214,Kerberoasting,Perimeter-to-Endpoint,EW-08,T1558.003,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0214__kerberoasting.kql,02-detection/queries/splunk/OTD-0214__kerberoasting.spl,
OTD-0215,Internal DNS/AD recon,Perimeter-to-Endpoint,EW-09,T1087,,,L3.5/IT,,,medium,LS-02;LS-08,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0215__internal-dns-ad-recon.kql,02-detection/queries/splunk/OTD-0215__internal-dns-ad-recon.spl,
OTD-0216,Brute force single account,Perimeter-to-Endpoint,IAM-01,T1110.001,,,L3.5/IT,,,medium,LS-02;LS-20,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0216__brute-force-single-account.kql,02-detection/queries/splunk/OTD-0216__brute-force-single-account.spl,
OTD-0217,Password spray,Perimeter-to-Endpoint,IAM-02,T1110.003,,,L3.5/IT,,,high,LS-02;LS-20,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0217__password-spray.kql,02-detection/queries/splunk/OTD-0217__password-spray.spl,
OTD-0218,Success after repeated failures,Perimeter-to-Endpoint,IAM-03,T1110,,,L3.5/IT,,,high,LS-02;LS-20,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0218__success-after-repeated-failures.kql,02-detection/queries/splunk/OTD-0218__success-after-repeated-failures.spl,
OTD-0219,Privilege/permission change,Perimeter-to-Endpoint,IAM-04,T1098,,,L3.5/IT,,,high,LS-02;LS-20,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0219__privilege-permission-change.kql,02-detection/queries/splunk/OTD-0219__privilege-permission-change.spl,
OTD-0220,New/re-enabled account then use,Perimeter-to-Endpoint,IAM-05,T1136,,,L3.5/IT,,,medium,LS-02;LS-20,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0220__new-re-enabled-account-then-use.kql,02-detection/queries/splunk/OTD-0220__new-re-enabled-account-then-use.spl,
OTD-0221,Impossible travel/atypical geo,Perimeter-to-Endpoint,IAM-06,T1078,,,L3.5/IT,,,high,LS-02;LS-20,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0221__impossible-travel-atypical-geo.kql,02-detection/queries/splunk/OTD-0221__impossible-travel-atypical-geo.spl,
OTD-0222,Off-hours privileged logon,Perimeter-to-Endpoint,IAM-07,T1078,,,L3.5/IT,,,medium,LS-02;LS-20,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0222__off-hours-privileged-logon.kql,02-detection/queries/splunk/OTD-0222__off-hours-privileged-logon.spl,
OTD-0223,Disabled/dormant account use,Perimeter-to-Endpoint,IAM-08,T1078.002,,,L3.5/IT,,,high,LS-02;LS-20,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0223__disabled-dormant-account-use.kql,02-detection/queries/splunk/OTD-0223__disabled-dormant-account-use.spl,
OTD-0224,MFA fatigue,Perimeter-to-Endpoint,IAM-09,T1621,,,L3.5/IT,,,high,LS-02;LS-20,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0224__mfa-fatigue.kql,02-detection/queries/splunk/OTD-0224__mfa-fatigue.spl,
OTD-0225,Ingress/egress volume baseline deviation,Perimeter-to-Endpoint,NET-01,T1498,,,L3.5/IT,,,medium,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0225__ingress-egress-volume-baseline-deviation.kql,02-detection/queries/splunk/OTD-0225__ingress-egress-volume-baseline-deviation.spl,
OTD-0226,SYN flood,Perimeter-to-Endpoint,NET-02,T1498.001,,,L3.5/IT,,,high,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0226__syn-flood.kql,02-detection/queries/splunk/OTD-0226__syn-flood.spl,
OTD-0227,UDP/amplification flood,Perimeter-to-Endpoint,NET-03,T1498.002,,,L3.5/IT,,,high,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0227__udp-amplification-flood.kql,02-detection/queries/splunk/OTD-0227__udp-amplification-flood.spl,
OTD-0228,Connection-rate spike to a service,Perimeter-to-Endpoint,NET-04,T1498,,,L3.5/IT,,,high,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0228__connection-rate-spike-to-a-service.kql,02-detection/queries/splunk/OTD-0228__connection-rate-spike-to-a-service.spl,
OTD-0229,Source fan-in DDoS,Perimeter-to-Endpoint,NET-05,T1498,,,L3.5/IT,,,high,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0229__source-fan-in-ddos.kql,02-detection/queries/splunk/OTD-0229__source-fan-in-ddos.spl,
OTD-0230,ICMP flood,Perimeter-to-Endpoint,NET-06,T1498,,,L3.5/IT,,,medium,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0230__icmp-flood.kql,02-detection/queries/splunk/OTD-0230__icmp-flood.spl,
OTD-0231,Perimeter deny surge,Perimeter-to-Endpoint,NET-07,T1595,,,L3.5/IT,,,medium,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0231__perimeter-deny-surge.kql,02-detection/queries/splunk/OTD-0231__perimeter-deny-surge.spl,
OTD-0232,Resource exhaustion on public service,Perimeter-to-Endpoint,NET-08,T1499,,,L3.5/IT,,,high,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0232__resource-exhaustion-on-public-service.kql,02-detection/queries/splunk/OTD-0232__resource-exhaustion-on-public-service.spl,
OTD-0233,DNS tunnelling,Perimeter-to-Endpoint,OUT-01,T1071.004,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0233__dns-tunnelling.kql,02-detection/queries/splunk/OTD-0233__dns-tunnelling.spl,
OTD-0234,DGA activity,Perimeter-to-Endpoint,OUT-02,T1568.002,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0234__dga-activity.kql,02-detection/queries/splunk/OTD-0234__dga-activity.spl,
OTD-0235,Rare/new external domain,Perimeter-to-Endpoint,OUT-03,T1071,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0235__rare-new-external-domain.kql,02-detection/queries/splunk/OTD-0235__rare-new-external-domain.spl,
OTD-0236,Beaconing C2,Perimeter-to-Endpoint,OUT-04,T1071,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0236__beaconing-c2.kql,02-detection/queries/splunk/OTD-0236__beaconing-c2.spl,
OTD-0237,Connection-count outlier,Perimeter-to-Endpoint,OUT-05,T1071,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0237__connection-count-outlier.kql,02-detection/queries/splunk/OTD-0237__connection-count-outlier.spl,
OTD-0238,Data-volume exfil outlier,Perimeter-to-Endpoint,OUT-06,T1041,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0238__data-volume-exfil-outlier.kql,02-detection/queries/splunk/OTD-0238__data-volume-exfil-outlier.spl,
OTD-0239,Long-lived high-byte session,Perimeter-to-Endpoint,OUT-07,T1071,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0239__long-lived-high-byte-session.kql,02-detection/queries/splunk/OTD-0239__long-lived-high-byte-session.spl,
OTD-0240,DoH/rare resolver,Perimeter-to-Endpoint,OUT-08,T1071.004,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0240__doh-rare-resolver.kql,02-detection/queries/splunk/OTD-0240__doh-rare-resolver.spl,
OTD-0241,Threat-intel IOC hit,Perimeter-to-Endpoint,PRB-01,T1071,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0241__threat-intel-ioc-hit.kql,02-detection/queries/splunk/OTD-0241__threat-intel-ioc-hit.spl,
OTD-0242,Tor usage,Perimeter-to-Endpoint,PRB-02,T1090.003,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0242__tor-usage.kql,02-detection/queries/splunk/OTD-0242__tor-usage.spl,
OTD-0243,Crypto-mining,Perimeter-to-Endpoint,PRB-03,T1496,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0243__crypto-mining.kql,02-detection/queries/splunk/OTD-0243__crypto-mining.spl,
OTD-0244,P2P/torrent,Perimeter-to-Endpoint,PRB-04,T1048,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0244__p2p-torrent.kql,02-detection/queries/splunk/OTD-0244__p2p-torrent.spl,
OTD-0245,Geo-prohibited destination,Perimeter-to-Endpoint,PRB-05,T1071,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0245__geo-prohibited-destination.kql,02-detection/queries/splunk/OTD-0245__geo-prohibited-destination.spl,
OTD-0246,Unauthorized cloud storage,Perimeter-to-Endpoint,PRB-06,T1567.002,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0246__unauthorized-cloud-storage.kql,02-detection/queries/splunk/OTD-0246__unauthorized-cloud-storage.spl,
OTD-0247,Prohibited cleartext protocol,Perimeter-to-Endpoint,PRB-07,T1071,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0247__prohibited-cleartext-protocol.kql,02-detection/queries/splunk/OTD-0247__prohibited-cleartext-protocol.spl,
OTD-0248,Unauthorized remote-access tool,Perimeter-to-Endpoint,PRB-08,T1219,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0248__unauthorized-remote-access-tool.kql,02-detection/queries/splunk/OTD-0248__unauthorized-remote-access-tool.spl,
OTD-0249,Traffic to newly-registered domain,Perimeter-to-Endpoint,PRB-09,T1071,,,L3.5/IT,,,medium,LS-02,Tier 1,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0249__traffic-to-newly-registered-domain.kql,02-detection/queries/splunk/OTD-0249__traffic-to-newly-registered-domain.spl,
OTD-0250,Outbound vertical scan,Perimeter-to-Endpoint,SCN-02,T1595.001,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0250__outbound-vertical-scan.kql,02-detection/queries/splunk/OTD-0250__outbound-vertical-scan.spl,
OTD-0251,High outbound deny rate,Perimeter-to-Endpoint,SCN-03,T1595,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0251__high-outbound-deny-rate.kql,02-detection/queries/splunk/OTD-0251__high-outbound-deny-rate.spl,
OTD-0252,Web login brute force,Perimeter-to-Endpoint,WEB-01,T1110,,,L3.5/IT,,,high,LS-02,Tier 1,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0252__web-login-brute-force.kql,02-detection/queries/splunk/OTD-0252__web-login-brute-force.spl,
OTD-0253,Directory/endpoint enumeration,Perimeter-to-Endpoint,WEB-02,T1595.003,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0253__directory-endpoint-enumeration.kql,02-detection/queries/splunk/OTD-0253__directory-endpoint-enumeration.spl,
OTD-0254,Injection patterns SQLi/XSS/cmd,Perimeter-to-Endpoint,WEB-03,T1190,,,L3.5/IT,,,high,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0254__injection-patterns-sqli-xss-cmd.kql,02-detection/queries/splunk/OTD-0254__injection-patterns-sqli-xss-cmd.spl,
OTD-0255,High 5xx error spike,Perimeter-to-Endpoint,WEB-04,T1190,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0255__high-5xx-error-spike.kql,02-detection/queries/splunk/OTD-0255__high-5xx-error-spike.spl,
OTD-0256,Suspicious user-agent/tool,Perimeter-to-Endpoint,WEB-05,T1595,,,L3.5/IT,,,medium,LS-02,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0256__suspicious-user-agent-tool.kql,02-detection/queries/splunk/OTD-0256__suspicious-user-agent-tool.spl,
OTD-0257,Web shell indicators,Perimeter-to-Endpoint,WEB-06,T1505.003,,,L3.5/IT,,,critical,LS-02;LS-08,Tier 1,,scaffold,02-detection/queries/sentinel/OTD-0257__web-shell-indicators.kql,02-detection/queries/splunk/OTD-0257__web-shell-indicators.spl,
