OTD_ID,Title,Library_Name,Query_Origin,Sentinel_KQL_Path,Splunk_SPL_Path
OTD-0222,Off-hours privileged logon,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0222__off-hours-privileged-logon.kql,02-detection/queries/splunk/OTD-0222__off-hours-privileged-logon.spl
OTD-0223,Disabled/dormant account use,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0223__disabled-dormant-account-use.kql,02-detection/queries/splunk/OTD-0223__disabled-dormant-account-use.spl
OTD-0224,MFA fatigue,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0224__mfa-fatigue.kql,02-detection/queries/splunk/OTD-0224__mfa-fatigue.spl
OTD-0225,Ingress/egress volume baseline deviation,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0225__ingress-egress-volume-baseline-deviation.kql,02-detection/queries/splunk/OTD-0225__ingress-egress-volume-baseline-deviation.spl
OTD-0226,SYN flood,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0226__syn-flood.kql,02-detection/queries/splunk/OTD-0226__syn-flood.spl
OTD-0227,UDP/amplification flood,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0227__udp-amplification-flood.kql,02-detection/queries/splunk/OTD-0227__udp-amplification-flood.spl
OTD-0228,Connection-rate spike to a service,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0228__connection-rate-spike-to-a-service.kql,02-detection/queries/splunk/OTD-0228__connection-rate-spike-to-a-service.spl
OTD-0229,Source fan-in DDoS,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0229__source-fan-in-ddos.kql,02-detection/queries/splunk/OTD-0229__source-fan-in-ddos.spl
OTD-0230,ICMP flood,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0230__icmp-flood.kql,02-detection/queries/splunk/OTD-0230__icmp-flood.spl
OTD-0231,Perimeter deny surge,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0231__perimeter-deny-surge.kql,02-detection/queries/splunk/OTD-0231__perimeter-deny-surge.spl
OTD-0232,Resource exhaustion on public service,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0232__resource-exhaustion-on-public-service.kql,02-detection/queries/splunk/OTD-0232__resource-exhaustion-on-public-service.spl
OTD-0233,DNS tunnelling,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0233__dns-tunnelling.kql,02-detection/queries/splunk/OTD-0233__dns-tunnelling.spl
OTD-0234,DGA activity,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0234__dga-activity.kql,02-detection/queries/splunk/OTD-0234__dga-activity.spl
OTD-0235,Rare/new external domain,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0235__rare-new-external-domain.kql,02-detection/queries/splunk/OTD-0235__rare-new-external-domain.spl
OTD-0236,Beaconing C2,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0236__beaconing-c2.kql,02-detection/queries/splunk/OTD-0236__beaconing-c2.spl
OTD-0237,Connection-count outlier,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0237__connection-count-outlier.kql,02-detection/queries/splunk/OTD-0237__connection-count-outlier.spl
OTD-0238,Data-volume exfil outlier,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0238__data-volume-exfil-outlier.kql,02-detection/queries/splunk/OTD-0238__data-volume-exfil-outlier.spl
OTD-0239,Long-lived high-byte session,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0239__long-lived-high-byte-session.kql,02-detection/queries/splunk/OTD-0239__long-lived-high-byte-session.spl
OTD-0240,DoH/rare resolver,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0240__doh-rare-resolver.kql,02-detection/queries/splunk/OTD-0240__doh-rare-resolver.spl
OTD-0241,Threat-intel IOC hit,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0241__threat-intel-ioc-hit.kql,02-detection/queries/splunk/OTD-0241__threat-intel-ioc-hit.spl
OTD-0242,Tor usage,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0242__tor-usage.kql,02-detection/queries/splunk/OTD-0242__tor-usage.spl
OTD-0243,Crypto-mining,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0243__crypto-mining.kql,02-detection/queries/splunk/OTD-0243__crypto-mining.spl
OTD-0244,P2P/torrent,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0244__p2p-torrent.kql,02-detection/queries/splunk/OTD-0244__p2p-torrent.spl
OTD-0245,Geo-prohibited destination,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0245__geo-prohibited-destination.kql,02-detection/queries/splunk/OTD-0245__geo-prohibited-destination.spl
OTD-0246,Unauthorized cloud storage,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0246__unauthorized-cloud-storage.kql,02-detection/queries/splunk/OTD-0246__unauthorized-cloud-storage.spl
OTD-0247,Prohibited cleartext protocol,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0247__prohibited-cleartext-protocol.kql,02-detection/queries/splunk/OTD-0247__prohibited-cleartext-protocol.spl
OTD-0248,Unauthorized remote-access tool,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0248__unauthorized-remote-access-tool.kql,02-detection/queries/splunk/OTD-0248__unauthorized-remote-access-tool.spl
OTD-0249,Traffic to newly-registered domain,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0249__traffic-to-newly-registered-domain.kql,02-detection/queries/splunk/OTD-0249__traffic-to-newly-registered-domain.spl
OTD-0250,Outbound vertical scan,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0250__outbound-vertical-scan.kql,02-detection/queries/splunk/OTD-0250__outbound-vertical-scan.spl
OTD-0251,High outbound deny rate,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0251__high-outbound-deny-rate.kql,02-detection/queries/splunk/OTD-0251__high-outbound-deny-rate.spl
OTD-0252,Web login brute force,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0252__web-login-brute-force.kql,02-detection/queries/splunk/OTD-0252__web-login-brute-force.spl
OTD-0253,Directory/endpoint enumeration,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0253__directory-endpoint-enumeration.kql,02-detection/queries/splunk/OTD-0253__directory-endpoint-enumeration.spl
OTD-0254,Injection patterns SQLi/XSS/cmd,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0254__injection-patterns-sqli-xss-cmd.kql,02-detection/queries/splunk/OTD-0254__injection-patterns-sqli-xss-cmd.spl
OTD-0255,High 5xx error spike,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0255__high-5xx-error-spike.kql,02-detection/queries/splunk/OTD-0255__high-5xx-error-spike.spl
OTD-0256,Suspicious user-agent/tool,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0256__suspicious-user-agent-tool.kql,02-detection/queries/splunk/OTD-0256__suspicious-user-agent-tool.spl
OTD-0257,Web shell indicators,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0257__web-shell-indicators.kql,02-detection/queries/splunk/OTD-0257__web-shell-indicators.spl
