OTD_ID,Title,Library,Library_Name,Legacy_ID,Merged_Legacy_IDs,Merge_Count,Category,ATTACK_Technique_IDs,Threat_Actors,Sectors,Purdue_Level,Protocol,Data_Source,Nozomi_Type_ID,Severity,Status,Artifact_Path,Slug,Logic_Summary
OTD-0128,Ransomware Precursor — Lateral Movement Targeting Historian or SCADA Hostnames,advisory,Sigma: CTI Advisory,SIGMA:advisory/06,,0,Sigma,T0888,,,,windows,authentication/windows,,high,experimental,02-detection/sigma/advisory/06_ransomware-precursor-lateral-movement-targeting-historian-or.yml,ransomware-precursor-lateral-movement-targeting-historian-or,"Detects directory/share enumeration or authentication attempts specifically targeting hostnames matching historian or SCADA naming conventions during a broader lateral-movement sequence, the deliberate OT-hunting behavior documented in RansomHub-attributed intrusions seeking to maximize extortion le"
OTD-0129,Mass File Transfer Appliance Exploitation Preceding OT Document Theft (Cl0p Pattern),advisory,Sigma: CTI Advisory,SIGMA:advisory/07,,0,Sigma,,,,,windows,process_creation/windows,,critical,experimental,02-detection/sigma/advisory/07_mass-file-transfer-appliance-exploitation-preceding-ot-docum.yml,mass-file-transfer-appliance-exploitation-preceding-ot-docum,"Detects exploitation indicators against a managed file transfer appliance (MOVEit, GoAnywhere) — webshell creation, anomalous SQL injection patterns, or unexpected administrative API calls — which Cl0p and similar data-extortion groups have used against Gulf petrochemical and engineering firms to ex"
OTD-0130,Sensor Gateway Mass Filesystem Wipe or RS485/MBus Disruption (Fuxnet Pattern),advisory,Sigma: CTI Advisory,SIGMA:advisory/08,,0,Sigma,T0826,,,,generic,device_event/generic,,critical,experimental,02-detection/sigma/advisory/08_sensor-gateway-mass-filesystem-wipe-or-rs485-mbus-disruption.yml,sensor-gateway-mass-filesystem-wipe-or-rs485-mbus-disruption,"Detects multiple sensor gateway devices (e.g., Segnetics Pixel-class controllers and similar RS485/MBus gateways) losing connectivity or reporting filesystem/MBR-level errors within a short window, matching the Fuxnet malware pattern of bricking sensor infrastructure at scale — a technique demonstra"
OTD-0131,Coordinated Multi-Site SCADA Command Triggering Mass Manual-Fallback (Predatory Sparrow-Class Pattern),advisory,Sigma: CTI Advisory,SIGMA:advisory/09,,0,Sigma,T0826;T0855,,,,generic,ics-network/generic,,critical,experimental,02-detection/sigma/advisory/09_coordinated-multi-site-scada-command-triggering-mass-manual.yml,coordinated-multi-site-scada-command-triggering-mass-manual,"Detects a single operator session or automated process issuing the same SCADA/DCS command across many geographically distinct sites (e.g., fuel-distribution points or production lines) within a short window, the coordinated-disruption pattern demonstrated in nation-state attacks that forced manual f"
OTD-0132,Password Spray Against Cloud Identity Tenant Serving OT-Adjacent Accounts,advisory,Sigma: CTI Advisory,SIGMA:advisory/10,,0,Sigma,,,,,azuread,authentication/azuread,,high,experimental,02-detection/sigma/advisory/10_password-spray-against-cloud-identity-tenant-serving-ot-adja.yml,password-spray-against-cloud-identity-tenant-serving-ot-adja,"Detects password-spray authentication patterns against an Office 365 / Azure AD tenant where the targeted accounts include OT engineering or energy-sector operations staff, the specific cloud-identity attack vector the advisory attributes to sustained APT33 activity against Saudi and UAE energy orga"
OTD-0133,Security Event Log Cleared on OT Network System,advisory,Sigma: CTI Advisory,SIGMA:advisory/11,,0,Sigma,T0851,,,,windows,system/windows,,critical,experimental,02-detection/sigma/advisory/11_security-event-log-cleared-on-ot-network-system.yml,security-event-log-cleared-on-ot-network-system,"Detects Windows Security event log clearing (Event ID 1102) or System log clearing (Event ID 104) on a host within the OT network, an explicit high-value detection signature called out in the Shieldworkz advisory as an anti-forensic indicator frequently preceding or following destructive or disrupti"
OTD-0134,PLC Configuration Drift From Verified Offline Backup,advisory,Sigma: CTI Advisory,SIGMA:advisory/12,,0,Sigma,T0839;T0873,,,,generic,ics-network/generic,,critical,experimental,02-detection/sigma/advisory/12_plc-configuration-drift-from-verified-offline-backup.yml,plc-configuration-drift-from-verified-offline-backup,"Detects a live PLC's program checksum or block hash differing from the last verified offline reference backup without a corresponding approved change record, operationalizing the advisory's threat-hunting hypothesis (H5) that critical process unit logic may be silently modified since the last verifi"
OTD-0135,Historian Query Pattern Anomaly From IT-Network Host,advisory,Sigma: CTI Advisory,SIGMA:advisory/13,,0,Sigma,T0801;T0811,,,,generic,network_connection/generic,,medium,experimental,02-detection/sigma/advisory/13_historian-query-pattern-anomaly-from-it-network-host.yml,historian-query-pattern-anomaly-from-it-network-host,"Detects an IT-zone host issuing a high volume or unusual breadth of queries against the PI System or Aveva Historian, operationalizing the advisory's threat-hunting hypothesis (H1) that an adversary already holding IT access may be conducting passive OT reconnaissance via historian query patterns ra"
OTD-0136,Engineering Workstation Outbound Connection to Infrastructure Outside Approved List,advisory,Sigma: CTI Advisory,SIGMA:advisory/14,,0,Sigma,T0883,,,,generic,dns/generic,,high,experimental,02-detection/sigma/advisory/14_engineering-workstation-outbound-connection-to-infrastructur.yml,engineering-workstation-outbound-connection-to-infrastructur,"Detects an engineering workstation resolving or connecting to external infrastructure not present in its approved outbound destination list, operationalizing the advisory's threat-hunting hypothesis (H2) that EWS compromise often manifests first as unexpected outbound connectivity before any OT-side"
OTD-0137,Vendor VPN Authentication Outside Approved Window or Geography,advisory,Sigma: CTI Advisory,SIGMA:advisory/15,,0,Sigma,T0883,,,,vpn,authentication/vpn,,medium,experimental,02-detection/sigma/advisory/15_vendor-vpn-authentication-outside-approved-window-or-geograp.yml,vendor-vpn-authentication-outside-approved-window-or-geograp,"Detects a vendor remote-access VPN authentication occurring outside the approved maintenance time window or from a geographic location inconsistent with the vendor's documented support location, operationalizing the advisory's threat-hunting hypothesis (H3) covering vendor account misuse or compromi"
OTD-0138,Dormant Vendor Account First-Use After Extended Inactivity,advisory,Sigma: CTI Advisory,SIGMA:advisory/16,,0,Sigma,T0859,,,,generic,authentication/generic,,high,experimental,02-detection/sigma/advisory/16_dormant-vendor-account-first-use-after-extended-inactivity.yml,dormant-vendor-account-first-use-after-extended-inactivity,"Detects authentication using a vendor or commissioning account that has had no successful login for more than 180 days, surfacing the legacy/dormant-account blind spot the advisory identifies as a common and persistent regional OT security gap that provides adversaries with pre-existing, authorized-"
OTD-0139,Unauthenticated Modbus/DNP3 Traffic Through Legacy Serial-to-Ethernet Gateway,advisory,Sigma: CTI Advisory,SIGMA:advisory/17,,0,Sigma,T0846;T0855,,,,generic,ics-network/generic,,high,experimental,02-detection/sigma/advisory/17_unauthenticated-modbus-dnp3-traffic-through-legacy-serial-to.yml,unauthenticated-modbus-dnp3-traffic-through-legacy-serial-to,"Detects Modbus or DNP3 traffic traversing a known legacy serial-to-Ethernet converter device from a source not in the approved polling list, surfacing the advisory's identified blind spot where operators migrating to Ethernet-based OT networks retained serial-to-Ethernet gateways that expose previou"
OTD-0140,Unauthorized Association to Industrial Wireless Network (WirelessHART/ISA100/OT Wi-Fi),advisory,Sigma: CTI Advisory,SIGMA:advisory/18,,0,Sigma,T0822;T0846,,,,generic,wireless/generic,,high,experimental,02-detection/sigma/advisory/18_unauthorized-association-to-industrial-wireless-network-wire.yml,unauthorized-association-to-industrial-wireless-network-wire,"Detects a device MAC address not present in the approved asset inventory associating to an industrial wireless network (WirelessHART, ISA100, or OT-dedicated Wi-Fi used for mobile operations), surfacing the advisory's identified wireless-exposure blind spot where these networks are frequently deploy"
OTD-0141,OT Cloud Agent Unexpected Outbound Data Pathway,advisory,Sigma: CTI Advisory,SIGMA:advisory/19,,0,Sigma,T0846,,,,generic,firewall/generic,,medium,experimental,02-detection/sigma/advisory/19_ot-cloud-agent-unexpected-outbound-data-pathway.yml,ot-cloud-agent-unexpected-outbound-data-pathway,"Detects an OT-side cloud-connectivity agent (asset performance management, remote monitoring service, or IIoT gateway) establishing a connection to a cloud endpoint not in the approved vendor cloud allow-list, surfacing the advisory's identified blind spot where cloud data pathways are established w"
OTD-0142,Spearphishing Lure Execution by OT Engineering Personnel,advisory,Sigma: CTI Advisory,SIGMA:advisory/20,,0,Sigma,,,,,windows,process_creation/windows,,critical,experimental,02-detection/sigma/advisory/20_spearphishing-lure-execution-by-ot-engineering-personnel.yml,spearphishing-lure-execution-by-ot-engineering-personnel,"Detects an Office application spawning a script interpreter or LOLBin process on a host belonging to OT engineering personnel shortly after opening an email attachment, matching the advisory's documented pattern of profession-relevant spearphishing lures (technical manuals, software update notices, "
OTD-0143,Command ASDU from non-master,protocol-ndr,OT Protocol Defense (NDR),104-01,,0,IEC-104,T0855,,,,IEC-104,iec104.log,,critical,Validated,,command-asdu-from-non-master,C_SC/C_DC/C_RC/C_SE from host outside master baseline
OTD-0144,Setpoint command,protocol-ndr,OT Protocol Defense (NDR),104-02,,0,IEC-104,T0836,,,,IEC-104,iec104.log,,high,Validated,,setpoint-command,C_SE (48-50) to a command IOA
OTD-0145,Interrogation recon,protocol-ndr,OT Protocol Defense (NDR),104-03,,0,IEC-104,T0846,,,,IEC-104,iec104.log,,medium,Validated,,interrogation-recon,C_IC (100) from unexpected source
OTD-0146,Clock-sync/reset abuse,protocol-ndr,OT Protocol Defense (NDR),104-04,,0,IEC-104,T0814,,,,IEC-104,iec104.log,,high,Validated,,clock-sync-reset-abuse,C_CS (103) / C_RP (105) anomalies
OTD-0147,MMS control Operate from non-master,protocol-ndr,OT Protocol Defense (NDR),61850-01,,0,IEC 61850,T0855,,,,IEC 61850,mms.log/ICSNPP-61850,,critical,Validated,,mms-control-operate-from-non-master,Operate on control object from outside SCADA baseline
OTD-0148,MMS write to named variable,protocol-ndr,OT Protocol Defense (NDR),61850-02,,0,IEC 61850,T0836,,,,IEC 61850,mms.log,,high,Validated,,mms-write-to-named-variable,Write service to critical variables
OTD-0149,GOOSE stNum/sqNum anomaly,protocol-ndr,OT Protocol Defense (NDR),61850-03,,0,IEC 61850,T0856,,,,IEC 61850,L2 capture / ICSNPP-61850,,critical,Validated,,goose-stnum-sqnum-anomaly,Out-of-sequence or jumped state number (spoof signature)
OTD-0150,GOOSE from unexpected source,protocol-ndr,OT Protocol Defense (NDR),61850-04,,0,IEC 61850,T0856,,,,IEC 61850,L2 capture,,high,Validated,,goose-from-unexpected-source,GOOSE with unknown source MAC / wrong segment
OTD-0151,WriteProperty to command object,protocol-ndr,OT Protocol Defense (NDR),BAC-01,,0,BACnet,T0836,,,,BACnet,bacnet.log,,high,Validated,,writeproperty-to-command-object,WriteProperty(Multiple) to AO/BO/AV/BV present-value from unexpected source
OTD-0152,Who-Is sweep (recon),protocol-ndr,OT Protocol Defense (NDR),BAC-02,,0,BACnet,T0846,,,,BACnet,bacnet.log,,medium,Validated,,who-is-sweep-recon,Broad/repeated Who-Is from one source
OTD-0153,DeviceCommunicationControl,protocol-ndr,OT Protocol Defense (NDR),BAC-03,,0,BACnet,T0814,,,,BACnet,bacnet.log,,high,Validated,,devicecommunicationcontrol,Any DeviceCommunicationControl service
OTD-0154,ReinitializeDevice,protocol-ndr,OT Protocol Defense (NDR),BAC-04,,0,BACnet,T0816,,,,BACnet,bacnet.log,,high,Validated,,reinitializedevice,Any ReinitializeDevice service
OTD-0155,Operate from non-master,protocol-ndr,OT Protocol Defense (NDR),DNP3-01,,0,DNP3,T0855,,,,DNP3,dnp3.log,,critical,Validated,,operate-from-non-master,FC 4/5 from outside master baseline
OTD-0156,Unsolicited-response anomaly,protocol-ndr,OT Protocol Defense (NDR),DNP3-04,,0,DNP3,T0856,,,,DNP3,dnp3.log,,high,Validated,,unsolicited-response-anomaly,Unexpected FC 130 / spoofed outstation source
OTD-0157,Tag/Set_Attribute write from non-controller,protocol-ndr,OT Protocol Defense (NDR),ENIP-01,,0,EtherNet/IP,T0836,,,,EtherNet/IP,cip.log,,high,Validated,,tag-set-attribute-write-from-non-controller,CIP write service from host outside controller/EWS baseline
OTD-0158,ListIdentity sweep,protocol-ndr,OT Protocol Defense (NDR),ENIP-02,,0,EtherNet/IP,T0846,,,,EtherNet/IP,enip.log,,medium,Validated,,listidentity-sweep,UDP/44818 ListIdentity to many hosts / unexpected source
OTD-0159,forward_open from unexpected source,protocol-ndr,OT Protocol Defense (NDR),ENIP-03,,0,EtherNet/IP,T0855,,,,EtherNet/IP,enip.log,,high,Validated,,forward-open-from-unexpected-source,Connection establishment from non-controller
OTD-0160,Write to config class,protocol-ndr,OT Protocol Defense (NDR),ENIP-04,,0,EtherNet/IP,T0836,,,,EtherNet/IP,cip.log,,high,Validated,,write-to-config-class,Set_Attribute to identity/config/assembly classes
OTD-0161,Anonymous FTP login to OT device,protocol-ndr,OT Protocol Defense (NDR),FTP-01,,0,FTP,T0822,,,,FTP,ftp.log / server log,,high,Validated,,anonymous-ftp-login-to-ot-device,USER anonymous accepted on OT asset
OTD-0162,FTP brute force,protocol-ndr,OT Protocol Defense (NDR),FTP-02,,0,FTP,T0859,,,,FTP,ftp.log / server log,,high,Validated,,ftp-brute-force,Many failed logins then success from one source
OTD-0163,Upload to a control device,protocol-ndr,OT Protocol Defense (NDR),FTP-03,,0,FTP,T0839,,,,FTP,ftp.log,,high,Validated,,upload-to-a-control-device,STOR/PUT to a PLC/RTU/gateway
OTD-0164,Firmware/project file transfer,protocol-ndr,OT Protocol Defense (NDR),FTP-04,,0,FTP,T0873,,,,FTP,ftp.log + filename,,high,Validated,,firmware-project-file-transfer,Firmware/project extensions transferred to/from OT
OTD-0165,Web login brute force,protocol-ndr,OT Protocol Defense (NDR),HTTP-01,,0,HTTP,T0859,,,,HTTP,web-app log / http.log,,high,Validated,,web-login-brute-force,Many auth failures then success to OT web UI
OTD-0166,Directory/endpoint enumeration,protocol-ndr,OT Protocol Defense (NDR),HTTP-02,,0,HTTP,T0846,,,,HTTP,http.log / WAF,,medium,Validated,,directory-endpoint-enumeration,Burst of 404s / many distinct paths from one source
OTD-0167,New client to device web UI,protocol-ndr,OT Protocol Defense (NDR),HTTP-03,,0,HTTP,T0822,,,,HTTP,NDR + baseline,,medium,Validated,,new-client-to-device-web-ui,First-time source to OT web UI pair
OTD-0168,Post-login control action,protocol-ndr,OT Protocol Defense (NDR),HTTP-04,,0,HTTP,T0831,,,,HTTP,web-app log,,high,Validated,,post-login-control-action,Config/upload/start-stop endpoints hit after login
OTD-0169,Write to critical register,protocol-ndr,OT Protocol Defense (NDR),MOD-02,,0,Modbus,T0836,,,,Modbus,modbus.log + tag map,,critical,Validated,,write-to-critical-register,Write to safety/critical register range
OTD-0170,Diagnostic abuse,protocol-ndr,OT Protocol Defense (NDR),MOD-04,,0,Modbus,T0814,,,,Modbus,modbus.log,,high,Validated,,diagnostic-abuse,FC 8 sub-functions (restart / listen-only)
OTD-0171,Cross-zone Modbus,protocol-ndr,OT Protocol Defense (NDR),MOD-05,,0,Modbus,T0885,,,,Modbus,firewall/NDR,,high,Validated,,cross-zone-modbus,Any TCP/502 crossing IT to OT boundary
OTD-0172,Publish to command topic,protocol-ndr,OT Protocol Defense (NDR),MQTT-01,,0,MQTT,T0855,,,,MQTT,mqtt.log / broker log,,high,Validated,,publish-to-command-topic,PUBLISH to control topic from non-authorized client id
OTD-0173,Wildcard subscribe (mass recon),protocol-ndr,OT Protocol Defense (NDR),MQTT-02,,0,MQTT,T0846,,,,MQTT,mqtt.log / broker log,,medium,Validated,,wildcard-subscribe-mass-recon,SUBSCRIBE with # or high-level +
OTD-0174,Anonymous/new client connect,protocol-ndr,OT Protocol Defense (NDR),MQTT-03,,0,MQTT,T0822,,,,MQTT,broker log,,medium,Validated,,anonymous-new-client-connect,CONNECT with no auth or new client id
OTD-0175,Retained-message tampering,protocol-ndr,OT Protocol Defense (NDR),MQTT-04,,0,MQTT,T0856,,,,MQTT,mqtt.log,,high,Validated,,retained-message-tampering,Retained flag on command-topic publish
OTD-0176,Anonymous/None session,protocol-ndr,OT Protocol Defense (NDR),OPC-01,,0,OPC UA,T0859,,,,OPC UA,opcua.log / server audit,,high,Validated,,anonymous-none-session,ActivateSession anonymous or securityMode None vs policy
OTD-0177,Write to command node,protocol-ndr,OT Protocol Defense (NDR),OPC-02,,0,OPC UA,T0836,,,,OPC UA,opcua.log,,high,Validated,,write-to-command-node,Write service to control NodeId from unexpected client
OTD-0178,CallMethod to control method,protocol-ndr,OT Protocol Defense (NDR),OPC-03,,0,OPC UA,T0831,,,,OPC UA,opcua.log,,high,Validated,,callmethod-to-control-method,Call service invoking a control method
OTD-0179,Browse sweep (recon),protocol-ndr,OT Protocol Defense (NDR),OPC-04,,0,OPC UA,T0846,,,,OPC UA,opcua.log,,medium,Validated,,browse-sweep-recon,Broad Browse/Read across address space from new client
OTD-0180,PLC STOP/START,protocol-ndr,OT Protocol Defense (NDR),S7-01,,0,S7comm,T0813,,,,S7comm,s7comm.log,,critical,Validated,,plc-stop-start,S7 PLC-control function from any source
OTD-0181,Program upload (logic theft),protocol-ndr,OT Protocol Defense (NDR),S7-03,,0,S7comm,T0845,,,,S7comm,s7comm.log,,high,Validated,,program-upload-logic-theft,Block upload
OTD-0182,Write from non-engineering source,protocol-ndr,OT Protocol Defense (NDR),S7-04,,0,S7comm,T0836,,,,S7comm,s7comm.log,,high,Validated,,write-from-non-engineering-source,Write-var from host outside EWS baseline
OTD-0183,SZL/system recon,protocol-ndr,OT Protocol Defense (NDR),S7-05,,0,S7comm,T0888,,,,S7comm,s7comm.log,,medium,Validated,,szl-system-recon,Read SZL / system-status from unexpected source
OTD-0184,Vertical scan,protocol-ndr,OT Protocol Defense (NDR),SCAN-02,,0,Scanning,T0840,,,,Scanning,NetFlow / conn.log,,medium,Validated,,vertical-scan,One source to many ports on one host
OTD-0185,Scan from unexpected source,protocol-ndr,OT Protocol Defense (NDR),SCAN-03,,0,Scanning,T0846,,,,Scanning,NDR + baseline,,high,Validated,,scan-from-unexpected-source,Any scan pattern from host outside mgmt baseline
OTD-0186,OT control-port probing,protocol-ndr,OT Protocol Defense (NDR),SCAN-04,,0,Scanning,T0846,,,,Scanning,NDR/Zeek,,high,Validated,,ot-control-port-probing,Probes to 502/102/2404/20000/44818/47808 from non-master
OTD-0187,VNC to a control host,protocol-ndr,OT Protocol Defense (NDR),VNC-01,,0,VNC,T0822,,,,VNC,conn.log/NDR + asset context,,high,Validated,,vnc-to-a-control-host,Session to EWS/HMI/PLC from any source
OTD-0188,VNC from unexpected source,protocol-ndr,OT Protocol Defense (NDR),VNC-02,,0,VNC,T0822,,,,VNC,NDR + baseline,,high,Validated,,vnc-from-unexpected-source,New source-to-EWS VNC pair or off-hours
OTD-0189,Post-session engineering activity,protocol-ndr,OT Protocol Defense (NDR),VNC-03,,0,VNC,T0843,,,,VNC,host Sysmon + S7/ENIP network,,critical,Validated,,post-session-engineering-activity,Engineering-tool launch / program download after VNC session
OTD-0190,Cross-zone VNC,protocol-ndr,OT Protocol Defense (NDR),VNC-04,,0,VNC,T0822,,,,VNC,firewall,,high,Validated,,cross-zone-vnc,VNC crossing IT to OT boundary
OTD-0191,Tag out of operating envelope,historian,OT Historian Detection,HIST-A01,,0,A-statistical-envelope,T0836;T0831,,,L3,,historian,,medium,production,02-detection/historian/A-statistical-envelope/A01-tag-out-of-envelope,tag-out-of-operating-envelope,"A measured analog value breaches its normal operating band for its current operating mode (engineering limits where defined, else the P1-P99 percentile band from a validated clean window), sustained past a dwell threshold. Catches manipulated setpoints, spoofed actuator commands, and process upsets."
OTD-0192,Setpoint outside approved range,historian,OT Historian Detection,HIST-B01,,0,B-setpoint-control,T0836,,,L3,,historian,,high,production,02-detection/historian/B-setpoint-control/B01-setpoint-outside-range,setpoint-outside-approved-range,"A setpoint is written outside its MOC-approved operating band. Direct attacker/insider intent signal (Oldsmar class). Setpoints are written, not drifted, so a single out-of-range write is the event."
OTD-0193,Frozen value / replay,historian,OT Historian Detection,HIST-C01,,0,C-replay-stale,T0856;T0815,,,L3,,historian,,medium,production,02-detection/historian/C-replay-stale/C01-frozen-value-replay,frozen-value-replay,"An analog PV holds perfectly constant beyond its normal stall duration, or its variance collapses below its noise floor. Catches stuck/failed sensors and replayed/held values used to mask a manipulation on the reporting path."
OTD-0194,Impossible state combination,historian,OT Historian Detection,HIST-D02,,0,D-physical-plausibility,T0835;T0831,,,L3,,historian,,high,production,02-detection/historian/D-physical-plausibility/D02-impossible-state-combination,impossible-state-combination,"Two or more independent tags simultaneously report a physically impossible combination (e.g. pump OFF but downstream flow present). Indicates a spoofed reading, manipulated I/O image, or serious instrument fault. Cross-checks independent tags against a plant physical invariant."
OTD-0195,Historian vs live PLC value divergence,historian,OT Historian Detection,HIST-E01,,0,E-data-integrity,T0832;T0856,,,L3,,historian,,high,production,02-detection/historian/E-data-integrity/E01-historian-plc-divergence,historian-vs-live-plc-value-divergence,"The same physical tag, collected independently through the normal control->HMI->historian path and via a direct read from the controller, disagree beyond sensor tolerance. Detects manipulation-of-view / spoofed reporting where the operator is shown a fabricated normal value (Stuxnet class)."
OTD-0196,SIF trip-point approach,historian,OT Historian Detection,HIST-G01,,0,G-safety-alarm,T0880;T0837,,,L3,,historian,,high,production,02-detection/historian/G-safety-alarm/G01-sif-trip-point-approach,sif-trip-point-approach,"A safety-related PV trends steadily toward its SIF trip setpoint, entering the engineered safe margin with a shrinking margin over time. Early-warning signal for a safety-targeting attack (TRITON/TRISIS class) before the SIS is tested or defeated. Monitoring control only - never interacts with the s"
OTD-0197,Encoded/suspicious PowerShell,perimeter,Perimeter-to-Endpoint,EDR-01,,0,endpoint,T1059.001,,,L3.5/IT,,4104/Sysmon1/MDE,,high,Validated,,encoded-suspicious-powershell,signature
OTD-0198,LOLBin abuse,perimeter,Perimeter-to-Endpoint,EDR-02,,0,endpoint,T1218,,,L3.5/IT,,4688/Sysmon1/MDE,,high,Validated,,lolbin-abuse,signature
OTD-0199,Credential access LSASS,perimeter,Perimeter-to-Endpoint,EDR-03,,0,endpoint,T1003.001,,,L3.5/IT,,Sysmon10/MDE,,critical,Validated,,credential-access-lsass,signature
OTD-0200,Persistence run key/startup,perimeter,Perimeter-to-Endpoint,EDR-04,,0,endpoint,T1547.001,,,L3.5/IT,,Sysmon13/MDE,,high,Validated,,persistence-run-key-startup,signature
OTD-0201,Persistence service install,perimeter,Perimeter-to-Endpoint,EDR-05,,0,endpoint,T1543.003,,,L3.5/IT,,7045/MDE,,high,Validated,,persistence-service-install,signature
OTD-0202,Persistence scheduled task,perimeter,Perimeter-to-Endpoint,EDR-06,,0,endpoint,T1053.005,,,L3.5/IT,,4698/MDE,,medium,Validated,,persistence-scheduled-task,signature
OTD-0203,Defense evasion log clearing,perimeter,Perimeter-to-Endpoint,EDR-07,,0,endpoint,T1070.001,,,L3.5/IT,,1102/SecurityEvent,,high,Validated,,defense-evasion-log-clearing,signature
OTD-0204,Defense evasion AV/EDR tamper,perimeter,Perimeter-to-Endpoint,EDR-08,,0,endpoint,T1562.001,,,L3.5/IT,,Defender/MDE,,critical,Validated,,defense-evasion-av-edr-tamper,signature
OTD-0205,Suspicious parent-child,perimeter,Perimeter-to-Endpoint,EDR-09,,0,endpoint,T1059,,,L3.5/IT,,Sysmon1/MDE,,high,Validated,,suspicious-parent-child,signature
OTD-0206,Masquerading binary,perimeter,Perimeter-to-Endpoint,EDR-10,,0,endpoint,T1036.005,,,L3.5/IT,,Sysmon1/MDE,,medium,Validated,,masquerading-binary,signature
OTD-0207,Internal host scanning,perimeter,Perimeter-to-Endpoint,EW-01,,0,east-west,T1046,,,L3.5/IT,,flow/DeviceNetworkEvents,,high,Validated,,internal-host-scanning,baseline
OTD-0208,New east-west peer relationship,perimeter,Perimeter-to-Endpoint,EW-02,,0,east-west,T1021,,,L3.5/IT,,flow baseline,,medium,Validated,,new-east-west-peer-relationship,baseline
OTD-0209,Lateral SMB admin shares,perimeter,Perimeter-to-Endpoint,EW-03,,0,east-west,T1021.002,,,L3.5/IT,,5140/5145/MDE,,high,Validated,,lateral-smb-admin-shares,signature
OTD-0210,Lateral RDP internal spread,perimeter,Perimeter-to-Endpoint,EW-04,,0,east-west,T1021.001,,,L3.5/IT,,4624t10/flow,,high,Validated,,lateral-rdp-internal-spread,baseline
OTD-0211,Lateral WMI/WinRM exec,perimeter,Perimeter-to-Endpoint,EW-05,,0,east-west,T1021.006,,,L3.5/IT,,Sysmon1/MDE,,high,Validated,,lateral-wmi-winrm-exec,signature
OTD-0212,Remote service creation PsExec-like,perimeter,Perimeter-to-Endpoint,EW-06,,0,east-west,T1569,,,L3.5/IT,,7045+5145,,high,Validated,,remote-service-creation-psexec-like,signature
OTD-0213,Pass-the-hash/anomalous NTLM,perimeter,Perimeter-to-Endpoint,EW-07,,0,east-west,T1550.002,,,L3.5/IT,,4624/4776,,high,Validated,,pass-the-hash-anomalous-ntlm,signature
OTD-0214,Kerberoasting,perimeter,Perimeter-to-Endpoint,EW-08,,0,east-west,T1558.003,,,L3.5/IT,,4769,,high,Validated,,kerberoasting,signature
OTD-0215,Internal DNS/AD recon,perimeter,Perimeter-to-Endpoint,EW-09,,0,east-west,T1087,,,L3.5/IT,,4662/DNS/Sysmon,,medium,Validated,,internal-dns-ad-recon,baseline
OTD-0216,Brute force single account,perimeter,Perimeter-to-Endpoint,IAM-01,,0,identity,T1110.001,,,L3.5/IT,,auth/SigninLogs,,medium,Validated,,brute-force-single-account,signature
OTD-0217,Password spray,perimeter,Perimeter-to-Endpoint,IAM-02,,0,identity,T1110.003,,,L3.5/IT,,auth/SigninLogs,,high,Validated,,password-spray,signature
OTD-0218,Success after repeated failures,perimeter,Perimeter-to-Endpoint,IAM-03,,0,identity,T1110,,,L3.5/IT,,auth/SigninLogs,,high,Validated,,success-after-repeated-failures,signature
OTD-0219,Privilege/permission change,perimeter,Perimeter-to-Endpoint,IAM-04,,0,identity,T1098,,,L3.5/IT,,SecurityEvent/AuditLogs,,high,Validated,,privilege-permission-change,signature
OTD-0220,New/re-enabled account then use,perimeter,Perimeter-to-Endpoint,IAM-05,,0,identity,T1136,,,L3.5/IT,,Security/AuditLogs,,medium,Validated,,new-re-enabled-account-then-use,signature
OTD-0221,Impossible travel/atypical geo,perimeter,Perimeter-to-Endpoint,IAM-06,,0,identity,T1078,,,L3.5/IT,,SigninLogs,,high,Validated,,impossible-travel-atypical-geo,baseline
OTD-0222,Off-hours privileged logon,perimeter,Perimeter-to-Endpoint,IAM-07,,0,identity,T1078,,,L3.5/IT,,auth,,medium,Validated,,off-hours-privileged-logon,baseline
OTD-0223,Disabled/dormant account use,perimeter,Perimeter-to-Endpoint,IAM-08,,0,identity,T1078.002,,,L3.5/IT,,auth,,high,Validated,,disabled-dormant-account-use,signature
OTD-0224,MFA fatigue,perimeter,Perimeter-to-Endpoint,IAM-09,,0,identity,T1621,,,L3.5/IT,,SigninLogs,,high,Validated,,mfa-fatigue,signature
OTD-0225,Ingress/egress volume baseline deviation,perimeter,Perimeter-to-Endpoint,NET-01,,0,network-dos,T1498,,,L3.5/IT,,firewall/flow,,medium,Validated,,ingress-egress-volume-baseline-deviation,baseline
OTD-0226,SYN flood,perimeter,Perimeter-to-Endpoint,NET-02,,0,network-dos,T1498.001,,,L3.5/IT,,firewall/flow,,high,Validated,,syn-flood,signature
OTD-0227,UDP/amplification flood,perimeter,Perimeter-to-Endpoint,NET-03,,0,network-dos,T1498.002,,,L3.5/IT,,flow,,high,Validated,,udp-amplification-flood,signature
OTD-0228,Connection-rate spike to a service,perimeter,Perimeter-to-Endpoint,NET-04,,0,network-dos,T1498,,,L3.5/IT,,firewall/flow,,high,Validated,,connection-rate-spike-to-a-service,baseline
OTD-0229,Source fan-in DDoS,perimeter,Perimeter-to-Endpoint,NET-05,,0,network-dos,T1498,,,L3.5/IT,,firewall/flow,,high,Validated,,source-fan-in-ddos,signature
OTD-0230,ICMP flood,perimeter,Perimeter-to-Endpoint,NET-06,,0,network-dos,T1498,,,L3.5/IT,,flow,,medium,Validated,,icmp-flood,baseline
